longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-116.870003,33.930000,32,3141,812,2589,721,1.455600,54600,INLAND
-118.389999,33.810001,35,1008,165,391,167,3.777800,487500,NEAR OCEAN
-118.360001,33.959999,25,1849,518,1498,451,2.837800,170000,<1H OCEAN
-118.070000,33.810001,22,2711,352,1305,368,8.540700,398800,<1H OCEAN
-118.349998,34.130001,39,1610,278,511,278,4.333300,385900,<1H OCEAN
-121.500000,38.570000,44,1375,351,766,321,2.171900,87500,INLAND
-115.519997,32.970001,10,1879,387,1376,337,1.991100,67500,INLAND
-118.059998,34.009998,34,1962,396,1488,332,3.909100,155100,<1H OCEAN
-117.769997,33.709999,5,4050,584,1986,598,7.584700,375700,<1H OCEAN
-122.410004,37.790001,52,3598,1011,2062,966,2.987100,380000,NEAR BAY
-118.129997,34.169998,52,1784,368,966,345,3.609400,261500,<1H OCEAN
-117.930000,33.860001,35,931,181,516,174,5.586700,182500,<1H OCEAN
-121.849998,37.410000,25,1837,278,1006,271,6.684200,265300,<1H OCEAN
-118.160004,34.000000,37,1341,336,1233,306,3.658300,150500,<1H OCEAN
-121.269997,38.750000,43,1292,307,647,249,2.718800,85300,INLAND
-122.190002,37.759998,49,1368,282,790,269,1.705600,91400,NEAR BAY
-124.169998,40.750000,13,2171,339,951,353,4.851600,116100,NEAR OCEAN
-118.480003,34.020000,11,72,16,150,20,2.625000,250000,<1H OCEAN
-117.389999,33.950001,35,1599,284,721,287,4.125000,120700,INLAND
-122.410004,37.750000,52,2452,623,1932,549,2.390300,236100,NEAR BAY
-118.269997,34.009998,47,921,264,881,221,1.432700,114100,<1H OCEAN
-117.699997,33.540001,4,4956,693,1802,625,7.933800,354700,<1H OCEAN
-117.209999,33.160000,13,2937,698,1246,579,2.648700,196000,<1H OCEAN
-119.720001,34.419998,37,1635,427,1027,408,3.590500,264700,NEAR OCEAN
-118.470001,34.270000,17,1444,282,523,270,2.735300,192400,<1H OCEAN
-117.980003,33.939999,32,2562,491,1222,446,4.098500,226200,<1H OCEAN
-122.570000,38.580002,18,2083,506,926,487,1.992500,225000,INLAND
-121.190002,37.930000,27,1621,363,909,345,2.151300,99700,INLAND
-117.580002,33.869999,30,701,131,356,125,3.291700,144300,INLAND
-117.650002,34.060001,41,1171,334,1479,334,2.250000,90500,INLAND
-117.660004,34.060001,24,4043,952,2174,859,2.224400,114900,INLAND
-117.019997,33.730000,14,3700,750,1171,695,1.947600,112500,INLAND
-117.889999,33.680000,8,5278,1575,2389,1371,3.340900,181300,<1H OCEAN
-119.809998,36.799999,29,2806,552,1242,540,3.595800,88800,INLAND
-121.849998,37.389999,15,8748,1547,4784,1524,5.832200,276600,<1H OCEAN
-121.360001,38.009998,16,926,230,451,198,4.022100,173300,INLAND
-122.309998,37.549999,52,900,183,371,166,3.250000,296400,NEAR OCEAN
-117.070000,33.669998,11,939,187,557,190,2.375000,145800,INLAND
-118.160004,33.980000,33,1196,313,1448,320,2.937500,162500,<1H OCEAN
-118.330002,34.070000,52,2248,255,813,265,15.000100,500001,<1H OCEAN
-117.870003,33.869999,7,2663,642,1367,677,4.656300,162400,<1H OCEAN
-117.940002,33.709999,18,3695,602,1779,572,5.944900,276500,<1H OCEAN
-120.949997,36.470001,52,1691,301,618,239,3.229200,225000,<1H OCEAN
-118.199997,33.810001,47,2347,437,1219,420,5.309600,209900,NEAR OCEAN
-122.449997,37.730000,52,1350,241,752,246,3.244800,266200,NEAR BAY
-117.839996,33.840000,23,4388,864,2526,846,4.521700,219400,<1H OCEAN
-118.400002,34.060001,52,2501,362,748,349,6.634300,500001,<1H OCEAN
-121.120003,39.029999,17,838,161,388,142,3.656300,163500,INLAND
-118.110001,34.060001,14,2628,668,2208,574,2.976400,160300,<1H OCEAN
-121.089996,38.189999,23,762,140,358,141,2.454500,105000,INLAND
-121.639999,36.720001,17,4203,816,2900,827,4.174200,159900,<1H OCEAN
-118.320000,33.959999,47,1297,292,704,264,3.321400,166500,<1H OCEAN
-118.000000,33.810001,33,2970,547,1869,539,4.363600,201800,<1H OCEAN
-117.180000,32.830002,23,2105,525,1218,484,3.375000,184100,NEAR OCEAN
-118.239998,33.980000,45,173,42,230,57,3.072400,110700,<1H OCEAN
-118.120003,33.959999,36,1426,235,698,240,4.852300,267300,<1H OCEAN
-118.199997,33.840000,35,3405,779,1953,671,2.781300,159200,NEAR OCEAN
-117.330002,34.029999,14,1582,347,825,259,2.828100,106300,INLAND
-117.000000,32.770000,30,1802,401,776,386,2.812500,173500,<1H OCEAN
-118.080002,33.900002,44,1167,237,733,237,4.208300,168300,<1H OCEAN
-117.989998,33.790001,29,2470,560,1589,513,3.180100,190500,<1H OCEAN
-119.230003,35.770000,36,3225,635,2034,593,2.404400,72500,INLAND
-118.260002,34.060001,38,715,282,1174,300,2.345000,225000,<1H OCEAN
-117.139999,32.700001,47,552,161,593,174,0.958900,90000,NEAR OCEAN
-118.040001,33.849998,23,3132,469,1646,478,5.777000,315900,<1H OCEAN
-121.559998,39.520000,9,818,197,358,197,1.770800,79500,INLAND
-117.300003,34.130001,42,2115,557,1532,494,1.453100,71500,INLAND
-117.870003,33.810001,15,3082,536,1268,531,3.760400,280100,<1H OCEAN
-121.889999,37.330002,6,1495,552,1087,557,2.879800,225000,<1H OCEAN
-122.269997,37.860001,52,1769,372,849,365,2.691400,218800,NEAR BAY
-118.230003,34.130001,34,609,149,407,145,4.576600,185800,<1H OCEAN
-118.510002,34.040001,38,4715,691,1660,637,10.188200,500001,<1H OCEAN
-117.070000,32.580002,25,1607,280,899,260,3.819400,134400,NEAR OCEAN
-118.129997,34.160000,52,1872,357,984,364,4.000000,250400,<1H OCEAN
-122.680000,38.360001,8,7520,1336,3833,1287,4.327800,184100,<1H OCEAN
-120.430000,34.980000,21,2725,514,1466,488,3.663900,128600,<1H OCEAN
-122.129997,37.740002,41,4400,666,1476,648,5.000000,248900,NEAR BAY
-114.580002,33.630001,29,1387,236,671,239,3.343800,74000,INLAND
-117.830002,34.150002,20,2421,306,1023,298,8.068300,451500,INLAND
-122.510002,39.299999,19,1629,386,551,214,1.746300,68800,INLAND
-116.470001,33.840000,3,9169,1512,3838,1270,4.311100,142500,INLAND
-121.800003,38.009998,37,3058,567,1351,523,3.517900,130800,INLAND
-118.970001,35.380001,32,1361,363,1483,297,1.625000,46800,INLAND
-121.580002,39.520000,25,2409,490,1384,479,1.995600,58000,INLAND
-121.849998,37.349998,29,3515,807,3572,776,2.756200,160100,<1H OCEAN
-122.239998,40.189999,29,1912,336,859,325,3.700000,70500,INLAND
-121.459999,38.610001,43,1111,269,613,290,1.291700,66300,INLAND
-118.089996,33.830002,36,2734,448,1308,441,5.926500,227300,<1H OCEAN
-122.699997,39.139999,13,532,111,214,62,3.392900,108300,INLAND
-117.779999,33.779999,6,9792,1283,3744,1179,10.171400,481500,<1H OCEAN
-118.139999,33.930000,32,2065,438,1075,442,4.427900,226400,<1H OCEAN
-122.669998,38.439999,32,3771,741,1786,721,3.241500,172200,<1H OCEAN
-118.510002,34.290001,29,1287,194,525,187,6.417100,319300,<1H OCEAN
-118.169998,33.849998,39,2247,526,1670,525,3.070000,173000,<1H OCEAN
-121.839996,37.389999,31,5524,914,2848,879,5.559200,229900,<1H OCEAN
-121.449997,37.720001,2,2239,321,766,219,5.750000,240200,INLAND
-118.410004,34.020000,34,1430,357,805,362,3.346200,307000,<1H OCEAN
-119.040001,35.419998,47,1691,402,913,358,1.840300,54700,INLAND
-122.430000,37.790001,25,1637,394,649,379,5.004900,460000,NEAR BAY
-122.459999,37.720001,49,1207,255,658,220,4.085900,228600,NEAR OCEAN
-118.279999,34.000000,48,1514,376,1353,344,2.160700,96100,<1H OCEAN
-121.220001,37.959999,30,1737,381,1177,347,1.987500,56400,INLAND
-117.300003,34.099998,49,60,11,76,13,2.562500,75000,INLAND
-122.279999,38.000000,26,2335,413,980,417,3.447100,178900,NEAR BAY
-120.980003,37.639999,45,1913,335,839,333,3.139700,110700,INLAND
-122.080002,37.700001,32,2718,447,1156,410,5.249700,259300,NEAR BAY
-118.180000,34.130001,39,2902,460,1007,420,6.195300,363000,<1H OCEAN
-122.269997,38.000000,12,1592,242,969,233,6.157600,248700,NEAR BAY
-121.430000,38.470001,21,1787,291,988,301,4.350000,96200,INLAND
-120.949997,37.570000,29,1179,249,672,243,3.112500,154800,INLAND
-121.900002,37.410000,24,4759,921,3188,902,5.634400,228700,<1H OCEAN
-121.419998,38.520000,32,2828,556,1655,485,2.557400,72600,INLAND
-117.949997,33.990002,24,1219,177,610,185,6.797800,325000,<1H OCEAN
-118.029999,34.150002,43,1694,283,674,267,4.179700,486800,INLAND
-117.089996,32.680000,20,2569,737,2341,705,2.011400,104900,NEAR OCEAN
-118.400002,34.160000,35,1354,284,501,262,3.805600,384700,<1H OCEAN
-122.160004,37.750000,24,1790,454,1137,386,2.537000,107900,NEAR BAY
-117.620003,33.430000,23,4052,955,1950,859,4.064700,240600,NEAR OCEAN
-117.779999,33.680000,14,1750,336,852,300,4.679300,236800,<1H OCEAN
-122.010002,37.529999,27,1890,303,889,314,5.705700,287600,NEAR BAY
-118.139999,33.860001,36,1774,348,934,333,4.857100,203300,<1H OCEAN
-117.320000,34.540001,9,5904,1165,3489,1063,3.125000,92800,INLAND
-117.900002,34.009998,27,2383,472,2079,494,3.970200,141400,<1H OCEAN
-118.129997,33.919998,28,3069,864,1932,835,2.492500,177200,<1H OCEAN
-118.220001,34.130001,40,2749,580,1375,511,4.825000,205800,<1H OCEAN
-119.470001,35.139999,19,4190,690,1973,702,3.992900,88300,INLAND
-121.550003,39.480000,41,461,107,284,90,2.204500,41800,INLAND
-119.959999,38.939999,19,1429,292,585,188,2.258900,131600,INLAND
-121.919998,37.320000,31,1902,554,1485,494,2.420700,165600,<1H OCEAN
-120.040001,39.270000,24,2237,491,264,95,4.136400,154500,INLAND
-118.290001,33.720001,21,1568,452,801,422,3.510900,225000,NEAR OCEAN
-122.239998,37.759998,52,2567,436,1119,415,4.609400,229300,NEAR BAY
-118.180000,34.009998,39,322,82,319,90,2.636400,148800,<1H OCEAN
-121.980003,37.820000,18,9117,1248,3280,1167,8.003000,351300,<1H OCEAN
-118.449997,34.439999,16,13406,2574,7030,2440,4.686100,187900,<1H OCEAN
-121.449997,38.540001,41,1278,308,839,280,1.470200,58300,INLAND
-119.930000,37.849998,18,473,115,88,41,4.083300,137500,INLAND
-117.709999,33.599998,8,3329,753,1312,629,3.552100,229800,<1H OCEAN
-118.400002,34.259998,13,4379,872,2560,853,4.253800,154300,<1H OCEAN
-118.309998,33.840000,52,1819,464,1068,424,3.625000,270700,<1H OCEAN
-122.480003,37.779999,52,2910,611,1508,515,3.586500,311400,NEAR BAY
-118.290001,33.740002,30,2074,533,1311,531,2.032900,225800,NEAR OCEAN
-121.480003,38.549999,52,1684,309,675,296,4.146700,175000,INLAND
-120.449997,37.320000,21,1318,202,618,197,4.821400,117800,INLAND
-117.750000,33.610001,17,2499,566,781,522,3.177900,186500,<1H OCEAN
-117.919998,33.820000,36,2360,405,1479,386,4.358300,187200,<1H OCEAN
-121.449997,38.610001,46,1758,511,1094,484,1.068500,70000,INLAND
-117.099998,32.680000,20,1012,269,837,240,2.048800,88900,NEAR OCEAN
-118.290001,34.049999,31,2818,1252,4126,1200,2.053000,229200,<1H OCEAN
-118.349998,34.070000,52,2315,356,894,345,4.132800,500001,<1H OCEAN
-116.989998,32.700001,15,3660,622,2629,612,4.044400,150100,NEAR OCEAN
-120.660004,35.270000,33,1664,455,1077,461,1.687500,174200,NEAR OCEAN
-117.000000,32.849998,24,1888,319,950,319,5.282000,140800,<1H OCEAN
-122.360001,37.930000,17,1258,254,885,229,3.050000,121600,NEAR BAY
-118.029999,33.830002,34,3203,653,2072,691,4.225000,198400,<1H OCEAN
-118.400002,33.869999,38,2398,431,911,392,5.231900,500001,<1H OCEAN
-117.050003,34.029999,28,3009,698,1200,626,1.399300,104600,INLAND
-122.440002,37.799999,52,1006,291,445,257,2.771700,500000,NEAR BAY
-122.070000,38.240002,15,7937,1635,4390,1567,3.546400,129800,INLAND
-117.910004,33.910000,27,2181,501,1555,488,3.610600,196400,<1H OCEAN
-122.320000,37.570000,33,3384,819,2626,793,3.228500,234800,NEAR OCEAN
-122.660004,40.520000,13,3013,486,1361,515,4.535700,171200,INLAND
-118.129997,34.160000,52,1596,314,1024,292,3.671900,227900,<1H OCEAN
-119.019997,35.360001,48,1833,396,947,363,2.282700,70000,INLAND
-122.349998,37.930000,19,1334,366,1048,316,1.786500,88000,NEAR BAY
-122.440002,37.720001,52,1507,282,929,281,3.895800,247700,NEAR BAY
-117.680000,34.040001,27,574,103,321,103,3.910700,186500,INLAND
-122.529999,37.970001,52,1560,451,700,419,2.512500,270800,NEAR BAY
-118.309998,33.799999,29,2795,572,1469,557,3.716700,308900,<1H OCEAN
-117.089996,32.660000,38,833,206,570,182,1.833300,127100,NEAR OCEAN
-121.599998,36.880001,21,3416,624,1862,595,4.781300,241500,<1H OCEAN
-122.459999,37.740002,51,1905,291,707,284,6.256100,431000,NEAR BAY
-117.959999,33.790001,36,2398,403,1261,402,5.281600,221800,<1H OCEAN
-119.820000,36.759998,41,1973,399,1107,375,1.897100,66900,INLAND
-116.959999,33.750000,35,3269,757,2328,705,2.589800,76300,INLAND
-122.150002,37.730000,28,2215,587,830,573,2.189800,141700,NEAR BAY
-122.040001,37.349998,28,3250,485,1328,473,7.472900,431600,<1H OCEAN
-117.230003,32.860001,15,1199,301,510,296,3.608300,180100,NEAR OCEAN
-118.180000,34.029999,40,2631,698,2920,677,2.076400,145600,<1H OCEAN
-118.309998,34.040001,52,1277,285,954,334,2.583300,234600,<1H OCEAN
-121.599998,39.799999,10,1742,307,721,312,2.453700,117900,INLAND
-122.739998,38.830002,12,4515,909,1554,528,3.353100,90800,<1H OCEAN
-117.059998,32.560001,17,2803,683,2768,676,1.795800,140400,NEAR OCEAN
-122.190002,37.419998,47,932,167,295,116,8.437500,500001,NEAR OCEAN
-118.300003,34.070000,28,5221,2530,5840,2374,1.882900,300000,<1H OCEAN
-118.269997,34.060001,17,2124,1168,3915,1137,1.134600,137500,<1H OCEAN
-121.989998,39.150002,17,6440,1204,3266,1142,2.713700,72000,INLAND
-118.360001,33.889999,27,2837,684,2141,648,3.132500,215000,<1H OCEAN
-121.730003,38.540001,18,974,317,521,317,1.063300,137500,INLAND
-121.830002,39.230000,25,3819,702,1983,658,2.446400,72500,INLAND
-118.120003,33.750000,47,3330,569,1220,557,7.367200,500001,NEAR OCEAN
-122.489998,37.750000,48,2181,419,1041,379,3.736100,320200,NEAR OCEAN
-118.769997,34.270000,10,1658,310,1053,333,4.757400,209900,<1H OCEAN
-118.180000,33.790001,20,1255,360,1201,318,1.220600,162500,NEAR OCEAN
-119.040001,35.410000,25,1577,310,844,309,3.062500,69400,INLAND
-121.919998,36.560001,39,2144,538,749,419,2.703900,364000,NEAR OCEAN
-117.879997,33.770000,31,2549,355,1044,362,6.973700,288800,<1H OCEAN
-119.720001,36.340000,33,1287,214,580,210,3.201900,112500,INLAND
-121.290001,38.009998,2,6403,1116,3327,957,4.487100,137900,INLAND
-121.320000,38.610001,22,3902,845,1870,763,2.774000,190200,INLAND
-118.290001,33.910000,41,2475,532,1416,470,3.837200,156400,<1H OCEAN
-117.660004,33.570000,16,4277,565,1642,549,8.008200,286600,<1H OCEAN
-117.169998,32.810001,26,2424,388,974,375,4.739000,184100,NEAR OCEAN
-122.180000,37.810001,37,1643,262,620,266,5.444600,336700,NEAR BAY
-119.129997,36.299999,33,3379,612,1565,618,2.732100,76500,INLAND
-117.879997,33.720001,36,1910,352,1593,329,3.890000,170000,<1H OCEAN
-119.820000,34.439999,16,1414,463,793,439,3.603400,150000,NEAR OCEAN
-121.250000,38.000000,21,446,73,182,57,2.895800,135000,INLAND
-122.470001,37.790001,52,2844,623,1380,596,4.750000,500001,NEAR BAY
-118.500000,34.209999,36,1254,229,629,245,4.964300,236100,<1H OCEAN
-118.480003,34.029999,19,902,284,414,272,1.333300,310000,<1H OCEAN
-119.220001,34.279999,24,2212,332,899,331,5.533000,299700,NEAR OCEAN
-116.790001,32.840000,12,4281,786,1891,721,3.576900,231800,<1H OCEAN
-118.070000,33.889999,29,1138,217,964,222,4.537000,185300,<1H OCEAN
-122.080002,37.029999,36,4682,899,2143,832,4.509600,203700,NEAR OCEAN
-118.360001,34.189999,46,1676,322,846,295,5.181400,209500,<1H OCEAN
-118.080002,34.150002,28,238,58,142,31,0.499900,500001,INLAND
-122.379997,37.709999,47,1088,190,558,166,4.270800,207100,NEAR BAY
-118.010002,33.840000,29,3740,691,1724,638,3.962800,215600,<1H OCEAN
-122.400002,40.580002,43,1455,300,747,279,2.785700,104200,INLAND
-121.320000,38.740002,14,1449,228,670,232,4.389700,186300,INLAND
-118.040001,33.939999,37,1328,273,1115,275,4.205100,164400,<1H OCEAN
-118.860001,34.189999,26,3135,480,1474,458,6.194900,243500,<1H OCEAN
-117.589996,34.029999,16,3443,562,2130,564,5.076900,161400,INLAND
-118.089996,33.900002,36,1215,279,862,285,3.760400,158700,<1H OCEAN
-121.360001,36.810001,7,4609,741,1660,720,5.087100,290500,INLAND
-118.199997,34.049999,8,762,204,728,174,2.488600,137500,<1H OCEAN
-118.260002,33.970001,46,1295,351,1120,323,1.712100,98200,<1H OCEAN
-117.169998,34.119999,3,15695,2248,6080,1920,6.217800,173900,INLAND
-118.300003,34.090000,25,2345,852,2860,862,1.449700,205600,<1H OCEAN
-120.599998,35.099998,16,3290,686,1497,655,2.687500,178200,<1H OCEAN
-120.500000,37.310001,36,2162,433,1048,451,2.679700,81800,INLAND
-118.440002,34.310001,14,4151,941,3163,915,4.030100,154300,<1H OCEAN
-117.169998,32.820000,24,1569,377,715,321,3.114600,187500,NEAR OCEAN
-121.489998,38.570000,51,1492,385,736,365,1.715500,108800,INLAND
-118.000000,33.880001,28,1624,289,755,280,4.708300,268100,<1H OCEAN
-121.360001,38.599998,35,1930,328,805,338,4.464300,133000,INLAND
-117.320000,34.189999,6,1068,182,999,188,4.722200,109000,INLAND
-121.099998,38.939999,42,410,117,706,112,1.017900,125000,INLAND
-122.129997,37.680000,45,2457,445,1129,422,4.058800,182800,NEAR BAY
-122.040001,37.619999,35,899,179,455,185,4.285700,190400,NEAR BAY
-117.919998,33.619999,37,2038,379,837,381,5.241600,471300,<1H OCEAN
-122.440002,37.730000,43,3700,684,1488,623,5.562200,313600,NEAR BAY
-116.849998,34.259998,18,6988,1635,2044,726,2.430800,90600,INLAND
-117.690002,34.070000,34,4055,739,2470,753,3.858600,136000,INLAND
-120.959999,37.610001,23,3497,887,2467,816,1.944400,93400,INLAND
-121.209999,38.750000,11,4552,639,2006,623,4.396200,264400,INLAND
-123.099998,39.360001,19,1056,248,611,226,1.746000,105000,INLAND
-122.040001,36.980000,33,797,125,385,133,6.797400,367600,NEAR OCEAN
-118.139999,33.840000,45,1908,361,890,342,4.575000,336000,<1H OCEAN
-118.459999,34.160000,16,4590,1200,2195,1139,3.827300,334900,<1H OCEAN
-119.019997,35.349998,38,1472,305,670,282,2.240700,76000,INLAND
-118.110001,34.119999,52,2954,371,1152,347,11.560900,500001,<1H OCEAN
-117.849998,33.919998,11,3331,410,1460,416,8.028700,371800,<1H OCEAN
-118.370003,34.110001,42,5518,979,1863,957,8.584200,500001,<1H OCEAN
-118.459999,33.770000,28,3065,406,1101,391,10.553600,500001,NEAR OCEAN
-121.269997,38.669998,15,2116,524,866,519,2.738800,111600,INLAND
-117.500000,34.040001,4,3428,649,2158,632,5.017500,143400,INLAND
-118.540001,34.060001,21,3755,525,1493,526,11.423300,500001,<1H OCEAN
-118.180000,33.980000,40,1698,431,1280,405,2.625000,206300,<1H OCEAN
-117.930000,33.880001,45,1306,293,585,260,4.081200,241700,<1H OCEAN
-122.650002,38.470001,24,2268,330,847,296,3.858000,214400,<1H OCEAN
-122.180000,37.880001,36,542,119,231,121,4.900000,354200,NEAR BAY
-118.129997,33.820000,44,1619,280,815,284,5.544900,232200,<1H OCEAN
-117.639999,34.119999,18,3605,534,1682,480,5.840700,202900,INLAND
-118.199997,33.939999,42,618,163,680,179,3.347200,154200,<1H OCEAN
-118.309998,34.029999,46,2173,510,1343,476,2.025000,135500,<1H OCEAN
-118.379997,34.200001,32,993,285,1044,248,2.430600,187500,<1H OCEAN
-121.730003,38.000000,3,9217,1522,3578,1272,5.001600,189100,INLAND
-121.269997,38.130001,52,1081,257,437,225,2.197900,114100,INLAND
-118.120003,34.230000,52,433,69,147,53,3.958300,162500,INLAND
-118.410004,34.000000,46,105,20,69,19,3.964300,275000,<1H OCEAN
-121.870003,37.299999,28,859,199,455,211,2.329300,215900,<1H OCEAN
-121.230003,38.669998,27,5266,971,2432,948,3.895400,133000,INLAND
-117.870003,33.840000,17,2395,410,1224,399,5.118200,249200,<1H OCEAN
-120.660004,35.290001,16,2272,629,1689,649,1.703100,195000,NEAR OCEAN
-117.800003,33.770000,29,5436,707,2046,685,8.749600,349500,<1H OCEAN
-121.879997,37.320000,38,1787,508,2113,530,2.638600,177600,<1H OCEAN
-117.690002,33.529999,17,5041,778,2396,801,6.086800,282900,<1H OCEAN
-122.459999,37.639999,26,2806,375,1617,396,5.392200,353700,NEAR OCEAN
-121.260002,38.110001,4,2058,366,933,316,4.244800,150900,INLAND
-121.279999,38.119999,34,3268,640,1906,628,2.823700,110700,INLAND
-117.699997,33.610001,16,2371,725,1738,686,3.648400,322600,<1H OCEAN
-118.910004,35.369999,32,4121,755,2590,721,3.346200,67600,INLAND
-118.870003,34.230000,14,4242,746,1858,689,6.014500,287100,<1H OCEAN
-117.680000,35.650002,15,2701,576,1245,513,3.326900,81900,INLAND
-118.059998,34.580002,36,1493,258,899,260,3.860000,109300,INLAND
-120.389999,38.029999,20,1551,309,647,228,2.609400,139100,INLAND
-119.029999,34.230000,16,5323,795,2493,779,5.676200,271300,<1H OCEAN
-117.910004,33.790001,22,4417,1054,2759,983,4.250000,170300,<1H OCEAN
-118.180000,33.900002,32,1452,365,1888,366,3.546100,146400,<1H OCEAN
-121.480003,37.770000,19,2364,373,1264,390,5.017600,274200,INLAND
-116.910004,34.000000,18,553,100,215,82,5.500000,193800,INLAND
-122.440002,37.750000,52,3114,637,1144,591,4.000000,375000,NEAR BAY
-118.209999,33.820000,45,455,92,394,89,4.956200,165700,NEAR OCEAN
-118.320000,33.830002,19,3792,790,2105,834,5.236300,310000,<1H OCEAN
-121.360001,38.639999,24,6540,1008,2667,1031,5.563200,175200,INLAND
-117.949997,34.029999,35,804,159,727,179,2.736100,145700,<1H OCEAN
-118.260002,34.130001,37,1383,470,1185,451,2.500000,207100,<1H OCEAN
-117.410004,33.959999,24,4481,901,2398,823,3.864000,123400,INLAND
-117.239998,33.770000,9,6907,1379,3665,1290,2.840100,104200,INLAND
-116.919998,32.860001,11,2204,518,1472,497,2.369300,127000,<1H OCEAN
-117.300003,34.459999,8,6246,1273,3883,1264,2.791700,98200,INLAND
-118.080002,34.090000,34,1823,457,1485,401,3.722200,207200,<1H OCEAN
-120.620003,36.990002,32,2455,508,1344,492,1.973200,69400,INLAND
-122.040001,37.599998,17,3314,638,1873,602,4.387500,238500,NEAR BAY
-121.580002,39.500000,29,1947,383,925,337,2.165800,57600,INLAND
-122.150002,37.459999,39,906,109,353,112,10.394200,500001,NEAR BAY
-117.139999,33.070000,12,9302,1603,4074,1504,4.351300,199600,<1H OCEAN
-118.199997,33.799999,42,4577,1146,2749,1094,2.501200,197500,NEAR OCEAN
-121.449997,38.500000,25,3033,665,1559,627,2.710100,99500,INLAND
-119.550003,36.700001,31,1671,372,1371,347,2.368700,63900,INLAND
-122.419998,37.619999,43,2367,409,1141,400,4.829500,319000,NEAR OCEAN
-122.410004,37.799999,52,2583,672,1335,613,3.147700,500001,NEAR BAY
-121.059998,37.660000,6,3655,598,1993,596,4.605300,150100,INLAND
-117.830002,33.889999,25,1737,270,840,265,4.625000,245700,<1H OCEAN
-117.139999,32.959999,12,5949,799,2936,781,6.372100,241500,<1H OCEAN
-122.699997,38.330002,16,1244,242,696,236,3.636900,158700,<1H OCEAN
-122.449997,37.660000,36,5456,926,2761,916,4.775500,280700,NEAR OCEAN
-120.849998,37.750000,26,28,4,9,5,1.625000,85000,INLAND
-117.650002,34.139999,9,3877,490,1815,490,8.483900,406700,INLAND
-122.029999,37.540001,16,4458,856,3038,870,5.073900,208000,NEAR BAY
-120.239998,39.669998,40,690,129,305,110,2.362500,62500,INLAND
-118.169998,34.180000,38,1280,231,828,237,4.375000,166700,<1H OCEAN
-121.339996,38.610001,11,1716,404,722,415,2.092600,166100,INLAND
-122.300003,40.580002,19,1043,204,505,183,1.603300,98800,INLAND
-118.589996,34.139999,19,1303,155,450,145,10.551100,483100,<1H OCEAN
-122.129997,37.669998,42,3592,703,1625,665,3.243400,179900,NEAR BAY
-118.349998,34.090000,47,1800,546,921,478,2.802100,280600,<1H OCEAN
-124.139999,40.570000,29,2864,600,1314,562,2.135400,75100,<1H OCEAN
-122.000000,37.860001,18,8953,1074,3011,993,10.737200,500001,<1H OCEAN
-117.150002,32.740002,26,3149,832,1320,808,3.025900,211700,NEAR OCEAN
-116.970001,32.830002,23,149,32,101,34,2.645800,112500,<1H OCEAN
-122.099998,37.410000,33,6277,1274,3025,1211,5.472100,343300,NEAR BAY
-119.269997,34.290001,32,2274,406,982,393,5.325400,385200,NEAR OCEAN
-122.419998,37.740002,52,1786,427,856,394,3.083300,328100,NEAR BAY
-117.269997,33.020000,21,2144,340,928,344,5.798000,286100,NEAR OCEAN
-118.250000,33.910000,35,1479,272,963,292,3.491700,109500,<1H OCEAN
-118.290001,34.060001,23,2040,778,2235,697,1.930900,233300,<1H OCEAN
-118.220001,33.880001,37,1149,280,1016,250,2.125000,101900,<1H OCEAN
-118.139999,34.040001,37,1129,212,509,202,2.614600,243200,<1H OCEAN
-118.080002,33.820000,26,4259,588,1644,581,6.251900,345700,<1H OCEAN
-118.919998,35.130001,29,1297,262,909,253,1.923600,106300,INLAND
-122.129997,37.450001,37,1287,197,510,206,7.902900,500001,NEAR BAY
-118.339996,34.049999,50,2009,419,1130,402,3.194400,213500,<1H OCEAN
-118.279999,34.049999,41,1788,774,2931,702,1.441300,158900,<1H OCEAN
-118.379997,33.820000,35,3053,623,1311,589,5.158900,439200,NEAR OCEAN
-121.250000,37.930000,31,1673,382,1734,400,2.083300,48300,INLAND
-122.269997,37.470001,44,3022,473,1235,477,6.705800,495900,NEAR OCEAN
-121.279999,38.020000,8,1868,392,1258,389,3.175000,95900,INLAND
-117.029999,34.020000,26,3909,670,1884,665,4.136100,121000,INLAND
-122.620003,38.150002,14,2259,341,1127,346,6.409200,334900,<1H OCEAN
-117.739998,33.459999,9,6564,1316,1720,904,4.890000,454100,<1H OCEAN
-117.190002,32.799999,16,2593,794,1235,684,3.130400,166300,NEAR OCEAN
-121.839996,37.349998,22,2914,768,2962,762,2.203100,164000,<1H OCEAN
-117.239998,32.720001,39,3819,594,1361,583,6.601300,396400,NEAR OCEAN
-116.879997,33.930000,37,1495,429,865,342,1.218800,55000,INLAND
-118.309998,33.830002,45,2929,755,1635,652,2.937500,273000,<1H OCEAN
-120.849998,37.770000,37,1738,403,936,366,2.471700,77100,INLAND
-122.339996,37.980000,33,2014,410,1354,427,3.977300,131300,NEAR BAY
-121.989998,37.580002,31,2878,478,1276,485,6.207300,282500,<1H OCEAN
-117.050003,32.799999,17,1475,308,549,293,3.716700,180400,<1H OCEAN
-122.410004,37.740002,52,2058,399,1208,399,3.642900,230000,NEAR BAY
-122.089996,38.000000,6,10191,1882,4377,1789,5.201500,204200,NEAR BAY
